Teff,BCj,BCv,BC_Gp,U_Gp,B_Gp,Gp_V,Gp_Rc,Gp_Ic,Gp_T,Bp_Gp,Gp_Rp,Gp_J,Gp_H,Gp_K,BCje,BCve,BC_Gpe,U_Gpe,B_Gpe,Gp_Ve,Gp_Rce,Gp_Ice,Gp_Te,Bp_Gpe,Gp_Rpe,Gp_Je,Gp_He,Gp_Ke
32400.0,-3.752,-3.03,-2.998,-1.404,-0.256,-0.032,-0.165,-0.343,-0.31,-0.167,-0.324,-0.754,-0.878,-0.982,0.005,0.006,0.006,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32450.0,-3.757,-3.035,-3.002,-1.404,-0.256,-0.032,-0.166,-0.344,-0.31,-0.168,-0.325,-0.755,-0.879,-0.982,0.003,0.003,0.004,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32500.0,-3.762,-3.039,-3.007,-1.405,-0.256,-0.033,-0.166,-0.344,-0.311,-0.168,-0.325,-0.755,-0.879,-0.983,0.003,0.003,0.003,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32550.0,-3.766,-3.043,-3.01,-1.405,-0.256,-0.033,-0.166,-0.344,-0.311,-0.168,-0.325,-0.756,-0.88,-0.983,0.001,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32600.0,-3.771,-3.047,-3.015,-1.406,-0.256,-0.033,-0.166,-0.344,-0.311,-0.168,-0.325,-0.756,-0.881,-0.984,0.001,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001
32650.0,-3.774,-3.05,-3.018,-1.407,-0.256,-0.033,-0.166,-0.344,-0.311,-0.168,-0.326,-0.757,-0.881,-0.985,0.002,0.002,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32700.0,-3.777,-3.053,-3.021,-1.407,-0.256,-0.033,-0.166,-0.345,-0.311,-0.168,-0.326,-0.757,-0.882,-0.985,0.003,0.003,0.003,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32750.0,-3.782,-3.057,-3.024,-1.408,-0.257,-0.033,-0.166,-0.345,-0.312,-0.168,-0.326,-0.758,-0.882,-0.986,0.003,0.002,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32800.0,-3.785,-3.059,-3.027,-1.409,-0.257,-0.033,-0.167,-0.345,-0.312,-0.168,-0.326,-0.758,-0.883,-0.987,0.003,0.003,0.003,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32850.0,-3.79,-3.065,-3.032,-1.409,-0.257,-0.033,-0.167,-0.345,-0.312,-0.168,-0.326,-0.759,-0.883,-0.987,0.001,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32900.0,-3.794,-3.068,-3.035,-1.41,-0.257,-0.033,-0.167,-0.346,-0.312,-0.168,-0.327,-0.759,-0.884,-0.988,0.001,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32950.0,-3.798,-3.072,-3.039,-1.411,-0.257,-0.033,-0.167,-0.346,-0.312,-0.169,-0.327,-0.759,-0.884,-0.988,0.001,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33000.0,-3.802,-3.075,-3.042,-1.412,-0.257,-0.033,-0.167,-0.346,-0.313,-0.169,-0.327,-0.76,-0.885,-0.989,0.002,0.002,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33050.0,-3.807,-3.08,-3.047,-1.412,-0.257,-0.033,-0.167,-0.346,-0.313,-0.169,-0.327,-0.761,-0.886,-0.99,0.001,0.002,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33100.0,-3.809,-3.082,-3.049,-1.413,-0.257,-0.033,-0.167,-0.347,-0.313,-0.169,-0.327,-0.761,-0.886,-0.99,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33150.0,-3.814,-3.086,-3.053,-1.413,-0.257,-0.033,-0.167,-0.347,-0.313,-0.169,-0.328,-0.761,-0.886,-0.991,0.002,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33200.0,-3.818,-3.089,-3.056,-1.414,-0.257,-0.033,-0.167,-0.347,-0.313,-0.169,-0.328,-0.762,-0.887,-0.991,0.002,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33250.0,-3.822,-3.093,-3.06,-1.415,-0.258,-0.033,-0.168,-0.347,-0.314,-0.169,-0.328,-0.762,-0.888,-0.992,0.002,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33300.0,-3.827,-3.098,-3.065,-1.415,-0.258,-0.033,-0.168,-0.347,-0.314,-0.169,-0.328,-0.763,-0.888,-0.993,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33350.0,-3.832,-3.102,-3.068,-1.416,-0.258,-0.033,-0.168,-0.348,-0.314,-0.169,-0.328,-0.763,-0.889,-0.993,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33400.0,-3.835,-3.104,-3.071,-1.416,-0.258,-0.033,-0.168,-0.348,-0.314,-0.169,-0.329,-0.764,-0.889,-0.994,0.002,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33450.0,-3.839,-3.108,-3.075,-1.417,-0.258,-0.033,-0.168,-0.348,-0.314,-0.17,-0.329,-0.764,-0.89,-0.994,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33500.0,-3.842,-3.111,-3.077,-1.418,-0.258,-0.033,-0.168,-0.348,-0.315,-0.17,-0.329,-0.764,-0.89,-0.995,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33550.0,-3.847,-3.116,-3.083,-1.419,-0.258,-0.034,-0.168,-0.348,-0.315,-0.17,-0.329,-0.765,-0.891,-0.996,0.002,0.002,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33600.0,-3.852,-3.12,-3.087,-1.419,-0.258,-0.034,-0.168,-0.349,-0.315,-0.17,-0.329,-0.765,-0.891,-0.996,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33650.0,-3.854,-3.122,-3.089,-1.42,-0.258,-0.034,-0.168,-0.349,-0.315,-0.17,-0.33,-0.766,-0.891,-0.997,0.002,0.002,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33700.0,-3.859,-3.126,-3.093,-1.42,-0.258,-0.034,-0.169,-0.349,-0.315,-0.17,-0.33,-0.766,-0.892,-0.997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33750.0,-3.863,-3.131,-3.097,-1.421,-0.259,-0.034,-0.169,-0.349,-0.315,-0.17,-0.33,-0.767,-0.893,-0.998,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33800.0,-3.867,-3.134,-3.1,-1.422,-0.259,-0.034,-0.169,-0.349,-0.316,-0.17,-0.33,-0.767,-0.893,-0.998,0.002,0.002,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33850.0,-3.87,-3.136,-3.102,-1.422,-0.259,-0.034,-0.169,-0.35,-0.316,-0.17,-0.33,-0.767,-0.893,-0.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33900.0,-3.874,-3.14,-3.106,-1.423,-0.259,-0.034,-0.169,-0.35,-0.316,-0.17,-0.33,-0.768,-0.894,-0.999,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33950.0,-3.879,-3.145,-3.111,-1.423,-0.259,-0.034,-0.169,-0.35,-0.316,-0.17,-0.331,-0.768,-0.894,-1.0,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34000.0,-3.883,-3.149,-3.115,-1.424,-0.259,-0.034,-0.169,-0.35,-0.316,-0.17,-0.331,-0.769,-0.895,-1.0,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34050.0,-3.886,-3.151,-3.117,-1.424,-0.259,-0.034,-0.169,-0.35,-0.316,-0.171,-0.331,-0.769,-0.895,-1.001,0.003,0.003,0.003,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
